id	organism_name	kingdom	sequence_length	cleavage_site	validation_n	sp_type	transmembrane
Q9D0Z3	Mus musculus	Metazoa	276		4	0	False
Q9UK73	Homo sapiens	Metazoa	627		1	0	False
P0CS82	Saccharomyces cerevisiae	Fungi	1483		4	0	False
Q53AQ4	Rattus norvegicus	Metazoa	245		4	0	True
O95838	Homo sapiens	Metazoa	553		4	0	False
Q02606	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	381		3	0	False
Q9BT43	Homo sapiens	Metazoa	218		1	0	False
O24463	Zea mays	Viridiplantae	328		5	0	False
Q04891	Mus musculus	Metazoa	613		3	0	False
P53569	Mus musculus	Metazoa	1052		5	0	False
Q9UI40	Homo sapiens	Metazoa	661		1	0	True
P68350	Arabidopsis thaliana	Viridiplantae	175		4	0	False
Q96C86	Homo sapiens	Metazoa	337		1	0	False
Q9HGN4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	151		5	0	False
P01583	Homo sapiens	Metazoa	271		1	0	False
P25420	Heliothis virescens	Metazoa	569		5	0	False
Q9NZC9	Homo sapiens	Metazoa	954		1	0	False
Q9BWK5	Homo sapiens	Metazoa	157		1	0	False
Q9ESJ7	Mus musculus	Metazoa	259		3	0	False
O49937	Spinacia oleracea	Viridiplantae	293		5	0	False
Q9FJW4	Arabidopsis thaliana	Viridiplantae	154		3	0	False
Q9D742	Mus musculus	Metazoa	170		5	0	False
P53628	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566		2	0	False
P35734	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	292		4	0	False
P78963	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	625		4	0	False
Q3U108	Mus musculus	Metazoa	590		2	0	False
P97577	Rattus norvegicus	Metazoa	393		3	0	False
P41698	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	603		3	0	False
Q9BZZ5	Homo sapiens	Metazoa	524		1	0	False
Q9JHH9	Mus musculus	Metazoa	205		5	0	False
Q9WTJ6	Mus musculus	Metazoa	475		3	0	False
Q67Y99	Arabidopsis thaliana	Viridiplantae	330		2	0	False
Q10302	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	646		5	0	False
Q8TEV9	Homo sapiens	Metazoa	937		1	0	False
Q12462	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	236		2	0	False
Q12510	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	522		3	0	False
O43542	Homo sapiens	Metazoa	346		1	0	False
Q96PN7	Homo sapiens	Metazoa	1200		1	0	False
P06367	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	137		3	0	False
F4IY62	Arabidopsis thaliana	Viridiplantae	883		4	0	False
O74895	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	201		5	0	False
M9MRD1	Drosophila melanogaster	Metazoa	12345		4	0	False
P22217	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	103		2	0	False
P07910	Homo sapiens	Metazoa	306		1	0	False
P97852	Rattus norvegicus	Metazoa	735		1	0	False
Q9Y222	Homo sapiens	Metazoa	760		1	0	False
Q21209	Caenorhabditis elegans	Metazoa	702		3	0	False
Q9LGE3	Oryza sativa subsp. japonica	Viridiplantae	109		3	0	False
C4LY96	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	1151		5	0	False
Q9USY4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	527		5	0	False
P43079	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	656		4	0	False
Q9BYC2	Homo sapiens	Metazoa	517		4	0	False
Q16385	Homo sapiens	Metazoa	188		1	0	False
Q9BU64	Homo sapiens	Metazoa	300		2	0	False
O60141	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	299		5	0	False
Q9UK41	Homo sapiens	Metazoa	221		2	0	False
O75496	Homo sapiens	Metazoa	209		1	0	False
Q9NV70	Homo sapiens	Metazoa	894		2	0	False
Q8K299	Mus musculus	Metazoa	491		4	0	True
O14981	Homo sapiens	Metazoa	1849		1	0	False
B2RZD2	Rattus norvegicus	Metazoa	229		5	0	True
Q8NEG4	Homo sapiens	Metazoa	500		4	0	False
Q9UTR1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1018		5	0	False
C4QWS8	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	363		5	0	False
Q9ERG0	Mus musculus	Metazoa	753		4	0	False
F4J117	Arabidopsis thaliana	Viridiplantae	591		2	0	False
Q9LJG6	Arabidopsis thaliana	Viridiplantae	193		3	0	False
Q10SY9	Oryza sativa subsp. japonica	Viridiplantae	472		5	0	True
Q6C6R8	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	417		2	0	False
F1MH24	Bos taurus	Metazoa	957		3	0	False
Q9SU05	Arabidopsis thaliana	Viridiplantae	382		3	0	False
Q99590	Homo sapiens	Metazoa	1463		1	0	False
Q9M2X3	Arabidopsis thaliana	Viridiplantae	295		3	0	False
P20052	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293		3	0	False
Q94BV2	Arabidopsis thaliana	Viridiplantae	181		5	0	False
Q96PM9	Homo sapiens	Metazoa	386		1	0	False
Q9FQ09	Arabidopsis thaliana	Viridiplantae	680		3	0	False
P06509	Spinacia oleracea	Viridiplantae	272		5	0	False
Q00873	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	224		5	0	False
Q9XI73	Arabidopsis thaliana	Viridiplantae	190		4	0	False
Q9UJX5	Homo sapiens	Metazoa	808		1	0	False
Q7RXU7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	396		5	0	False
Q6PCP5	Mus musculus	Metazoa	291		3	0	False
Q3KN41	Drosophila melanogaster	Metazoa	1840		4	0	False
P53883	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	403		5	0	False
Q9SU30	Arabidopsis thaliana	Viridiplantae	413		3	0	False
P0C1Z6	Homo sapiens	Metazoa	253		1	0	False
P22293	Drosophila melanogaster	Metazoa	1325		3	0	False
P35194	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2493		3	0	False
O01971	Caenorhabditis elegans	Metazoa	166		4	0	False
Q14005	Homo sapiens	Metazoa	1332		1	0	False
Q07395	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	620		4	0	False
Q68DX3	Homo sapiens	Metazoa	1309		2	0	False
F1M386	Rattus norvegicus	Metazoa	1496		3	0	False
Q96CU9	Homo sapiens	Metazoa	486		1	0	True
F4I2H7	Arabidopsis thaliana	Viridiplantae	790		4	0	False
O44498	Caenorhabditis elegans	Metazoa	1623		4	0	False
Q9UHH9	Homo sapiens	Metazoa	426		1	0	False
Q1W6H9	Homo sapiens	Metazoa	321		2	0	False
Q384Y1	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	929		4	0	False
Q12298	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	539		5	0	False
Q9H5F2	Homo sapiens	Metazoa	150		2	0	False
Q5WRN1	Caenorhabditis elegans	Metazoa	301		4	0	True
Q93VR9	Arabidopsis thaliana	Viridiplantae	326		5	0	False
Q9P7K5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1098		5	0	False
Q9LNE8	Arabidopsis thaliana	Viridiplantae	200		2	0	False
V5IM60	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	59		5	0	False
Q9ERS2	Mus musculus	Metazoa	144		2	0	True
P38182	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	117		4	0	False
P11930	Mus musculus	Metazoa	357		1	0	False
Q06554	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1556		2	0	False
Q9LVD0	Arabidopsis thaliana	Viridiplantae	289		3	0	False
O35253	Mus musculus	Metazoa	426		3	0	False
Q9ES52	Mus musculus	Metazoa	1191		3	0	False
Q8GSI0	Oryza sativa subsp. japonica	Viridiplantae	179		4	0	False
P53914	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1056		3	0	False
P53903	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	129		5	0	True
Q8IDM6	Plasmodium falciparum (isolate 3D7)	Other	422		4	0	True
P24118	Tetrahymena thermophila	Other	462		5	0	False
F4I1T7	Arabidopsis thaliana	Viridiplantae	1819		3	0	False
P21691	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	654		3	0	False
B3DH96	Danio rerio	Metazoa	325		5	0	True
Q9USQ1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	960		5	0	False
Q3E747	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	85		5	0	False
P49443	Mus musculus	Metazoa	382		2	0	False
Q12318	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	242		4	0	False
Q9VV87	Drosophila melanogaster	Metazoa	316		3	0	True
Q9Y2Z4	Homo sapiens	Metazoa	477		1	0	False
Q6XR72	Homo sapiens	Metazoa	485		2	0	True
P58557	Homo sapiens	Metazoa	167		4	0	False
Q9HGM8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	695		4	0	False
Q9WUF3	Mus musculus	Metazoa	1962		3	0	False
A0A2I0BUK1	Plasmodium falciparum (isolate NF54)	Other	893		5	0	False
Q96AG3	Homo sapiens	Metazoa	418		1	0	False
Q9U3D6	Caenorhabditis elegans	Metazoa	964		3	0	False
Q63836	Mus musculus	Metazoa	472		5	0	False
G5EEW6	Caenorhabditis elegans	Metazoa	427		3	0	False
Q3UB74	Mus musculus	Metazoa	406		4	0	False
P52566	Homo sapiens	Metazoa	201		1	0	False
Q0WQG8	Arabidopsis thaliana	Viridiplantae	467		4	0	True
Q8LDL0	Arabidopsis thaliana	Viridiplantae	231		3	0	False
M0R3Q7	Rattus norvegicus	Metazoa	905		5	0	False
P40028	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	759		3	0	False
Q7JWP6	Drosophila melanogaster	Metazoa	221		5	0	False
D3KY98	Carapichea ipecacuanha	Viridiplantae	350		4	0	False
O13988	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	555		4	0	False
Q9VAH9	Drosophila melanogaster	Metazoa	597		2	0	False
Q23229	Caenorhabditis elegans	Metazoa	417		2	0	False
Q9D8V0	Mus musculus	Metazoa	378		3	0	True
P32786	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	894		5	0	False
Q99NF2	Mus musculus	Metazoa	532		2	0	False
Q0D3I7	Oryza sativa subsp. japonica	Viridiplantae	262		2	0	False
Q80WJ1	Mus musculus	Metazoa	673		4	0	False
Q06665	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	692		5	0	False
Q14140	Homo sapiens	Metazoa	314		1	0	False
Q06266	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	489		2	0	False
P53267	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	343		4	0	False
P0CY08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	210		2	0	False
Q04868	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273		3	0	False
Q80WK2	Mus musculus	Metazoa	128		3	0	True
P57093	Rattus norvegicus	Metazoa	338		1	0	False
Q61097	Mus musculus	Metazoa	873		4	0	False
Q06604	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576		4	0	False
Q811H0	Mus musculus	Metazoa	420		3	0	False
A2T1U1	Brassica oleracea var. botrytis	Viridiplantae	305		4	0	False
Q5VTR2	Homo sapiens	Metazoa	975		1	0	False
Q15057	Homo sapiens	Metazoa	778		1	0	False
O74778	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	284		5	0	False
P22058	Drosophila melanogaster	Metazoa	355		4	0	False
P24391	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	349		5	0	False
P23116	Mus musculus	Metazoa	1344		4	0	False
P82670	Bos taurus	Metazoa	201		5	0	False
Q9ZQH0	Arabidopsis thaliana	Viridiplantae	232		4	0	False
Q62908	Rattus norvegicus	Metazoa	193		4	0	False
Q9VEC3	Drosophila melanogaster	Metazoa	648		4	0	False
P21981	Mus musculus	Metazoa	686		2	0	False
Q22829	Caenorhabditis elegans	Metazoa	470		4	0	False
Q9USW5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	262		5	0	False
Q9VTE2	Drosophila melanogaster	Metazoa	962		3	0	False
Q93Y52	Chlamydomonas reinhardtii	Viridiplantae	280		5	0	False
Q5T4T1	Homo sapiens	Metazoa	132		4	0	True
Q12220	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	943		3	0	False
P46984	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123		2	0	False
P30307	Homo sapiens	Metazoa	473		1	0	False
P06738	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	902		2	0	False
Q5BJF2	Homo sapiens	Metazoa	176		2	0	True
Q9BSI4	Homo sapiens	Metazoa	451		1	0	False
Q9VH07	Drosophila melanogaster	Metazoa	456		2	0	False
O96033	Homo sapiens	Metazoa	88		1	0	False
P10080	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	294		4	0	False
Q5TGY3	Homo sapiens	Metazoa	1603		1	0	False
P38228	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	572		3	0	False
F4JP43	Arabidopsis thaliana	Viridiplantae	2037		2	0	False
O23193	Arabidopsis thaliana	Viridiplantae	236		5	0	False
O82357	Arabidopsis thaliana	Viridiplantae	347		4	0	False
Q8S9M1	Arabidopsis thaliana	Viridiplantae	299		4	0	False
P36064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111		5	0	False
Q7RXV8	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	449		5	0	False
Q9NZ09	Homo sapiens	Metazoa	502		1	0	False
Q22197	Caenorhabditis elegans	Metazoa	184		2	0	False
Q9UTR8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	712		4	0	False
Q62209	Mus musculus	Metazoa	993		3	0	False
Q9P0S2	Homo sapiens	Metazoa	106		1	0	True
P0DI83	Homo sapiens	Metazoa	198		1	0	False
Q10666	Caenorhabditis elegans	Metazoa	438		3	0	False
P25502	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	979		2	0	False
P21657	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	970		4	0	False
P30776	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	628		4	0	False
Q9HE02	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1225		5	0	False
Q9FJK3	Arabidopsis thaliana	Viridiplantae	321		4	0	False
P32521	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1480		4	0	False
P53276	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	713		3	0	False
Q04491	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	297		4	0	False
O74971	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	261		4	0	False
Q9SU56	Arabidopsis thaliana	Viridiplantae	610		2	0	True
Q0WNP3	Arabidopsis thaliana	Viridiplantae	617		2	0	False
Q9C086	Homo sapiens	Metazoa	356		1	0	False
P03877	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	415		2	0	True
Q9VR17	Drosophila melanogaster	Metazoa	363		2	0	False
Q9BW91	Homo sapiens	Metazoa	350		1	0	False
P20484	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414		4	0	False
Q8IXQ9	Homo sapiens	Metazoa	262		1	0	False
Q8BGW0	Mus musculus	Metazoa	636		3	0	False
Q06032	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	482		3	0	False
P01872	Mus musculus	Metazoa	454		3	0	False
P17429	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	876		4	0	False
Q8C6L5	Mus musculus	Metazoa	507		2	0	False
Q9BQ69	Homo sapiens	Metazoa	325		1	0	False
Q8TF63	Homo sapiens	Metazoa	244		1	0	False
A6NLJ0	Homo sapiens	Metazoa	364		4	0	False
O60158	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	432		4	0	False
O88845	Mus musculus	Metazoa	662		2	0	False
Q02983	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363		5	0	False
Q6UB28	Homo sapiens	Metazoa	335		1	0	False
Q9UIG8	Homo sapiens	Metazoa	710		2	0	True
Q61425	Mus musculus	Metazoa	314		1	0	False
P12297	Drosophila melanogaster	Metazoa	963		5	0	False
Q9M9X4	Arabidopsis thaliana	Viridiplantae	295		3	0	False
C8VSZ2	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	370		4	0	False
Q8NG31	Homo sapiens	Metazoa	2342		2	0	False
P35293	Mus musculus	Metazoa	206		3	0	False
Q8S1D9	Oryza sativa subsp. japonica	Viridiplantae	435		2	0	False
Q9H008	Homo sapiens	Metazoa	270		1	0	False
P22224	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	910		3	0	False
Q9LTR2	Arabidopsis thaliana	Viridiplantae	381		4	0	False
Q9UUA8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	120		5	0	False
Q92522	Homo sapiens	Metazoa	213		1	0	False
Q15257	Homo sapiens	Metazoa	358		1	0	False
P25646	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	442		2	0	False
Q06681	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1438		3	0	False
Q09142	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	535		4	0	False
P35183	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	429		5	0	False
Q3E785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	79		4	0	False
Q9UF56	Homo sapiens	Metazoa	701		1	0	False
G5ECN5	Caenorhabditis elegans	Metazoa	388		4	0	False
E9QAU8	Mus musculus	Metazoa	347		2	0	False
O94355	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	240		5	0	False
Q9AT00	Arabidopsis thaliana	Viridiplantae	345		3	0	False
Q62318	Mus musculus	Metazoa	834		3	0	False
Q8ST83	Drosophila melanogaster	Metazoa	520		2	0	False
P56765	Arabidopsis thaliana	Viridiplantae	488		4	0	False
P38060	Mus musculus	Metazoa	325		1	0	False
Q6GNV6	Xenopus laevis	Metazoa	856		4	0	False
Q9SM44	Spinacia oleracea	Viridiplantae	522		4	0	False
Q96HR8	Homo sapiens	Metazoa	494		1	0	False
P53217	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	278		5	0	True
P07257	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	368		3	0	False
Q24246	Drosophila melanogaster	Metazoa	663		4	0	False
Q92597	Homo sapiens	Metazoa	394		1	0	False
Q9P2P6	Homo sapiens	Metazoa	4700		2	0	False
P12624	Bos taurus	Metazoa	333		3	0	False
Q9FK13	Arabidopsis thaliana	Viridiplantae	272		4	0	False
Q9ESC8	Mus musculus	Metazoa	1160		3	0	False
O43739	Homo sapiens	Metazoa	400		1	0	False
P55039	Homo sapiens	Metazoa	364		1	0	False
P38205	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	684		3	0	False
P48629	Spinacia oleracea	Viridiplantae	447		5	0	False
Q9QZ04	Mus musculus	Metazoa	1284		3	0	False
O74361	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	356		5	0	False
P50105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	388		2	0	False
Q8IJX8	Plasmodium falciparum (isolate 3D7)	Other	107		4	0	False
Q6P8Z1	Mus musculus	Metazoa	170		4	0	False
O14329	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	386		5	0	False
Q84ST4	Oryza sativa subsp. japonica	Viridiplantae	343		4	0	False
P40023	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	145		4	0	False
Q8NDV2	Homo sapiens	Metazoa	337		4	0	True
Q10360	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	97		5	0	False
Q95ZL9	Caenorhabditis elegans	Metazoa	152		3	0	False
P10662	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	321		5	0	False
Q12366	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	352		3	0	False
P41223	Homo sapiens	Metazoa	144		1	0	False
C8VP82	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	339		5	0	False
P34226	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	696		3	0	False
Q91WK7	Mus musculus	Metazoa	299		3	0	False
Q9QX75	Rattus norvegicus	Metazoa	687		4	0	True
Q6T938	Danio rerio	Metazoa	355		2	0	False
Q9QVP9	Mus musculus	Metazoa	1009		4	0	False
Q8N9N5	Homo sapiens	Metazoa	519		1	0	False
Q96L50	Homo sapiens	Metazoa	414		1	0	False
Q06991	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	263		5	0	True
P40026	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	464		4	0	False
Q8K4V4	Rattus norvegicus	Metazoa	539		3	0	False
Q8QFR4	Xenopus laevis	Metazoa	211		4	0	False
P53769	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	259		2	0	False
Q8R104	Mus musculus	Metazoa	334		2	0	False
Q8I299	Plasmodium falciparum (isolate 3D7)	Other	791		5	0	False
P47035	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1189		3	0	False
Q571I4	Mus musculus	Metazoa	1373		2	0	False
Q6IDB0	Arabidopsis thaliana	Viridiplantae	193		2	0	False
P46060	Homo sapiens	Metazoa	587		2	0	False
Q96EU6	Homo sapiens	Metazoa	259		1	0	False
O43137	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	85		5	0	False
P22009	Candida tropicalis	Fungi	127		4	0	False
Q8L719	Arabidopsis thaliana	Viridiplantae	292		5	0	False
O74991	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	577		3	0	False
Q7X6P3	Arabidopsis thaliana	Viridiplantae	608		3	0	False
Q5TCS8	Homo sapiens	Metazoa	1911		1	0	False
Q9ASY8	Arabidopsis thaliana	Viridiplantae	75		5	0	True
G5EEQ5	Caenorhabditis elegans	Metazoa	367		2	0	False
Q7TNV0	Mus musculus	Metazoa	380		2	0	False
Q7Z3K3	Homo sapiens	Metazoa	1410		1	0	False
Q94AR8	Arabidopsis thaliana	Viridiplantae	509		3	0	False
Q13342	Homo sapiens	Metazoa	867		2	0	False
Q9EQW6	Mus musculus	Metazoa	323		3	0	False
Q969P5	Homo sapiens	Metazoa	355		1	0	False
Q7TMA4	Mus musculus	Metazoa	361		4	0	True
Q4FX73	Leishmania major	Other	264		5	0	False
P36161	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1157		4	0	False
Q10PI9	Oryza sativa subsp. japonica	Viridiplantae	459		3	0	False
Q500U8	Arabidopsis thaliana	Viridiplantae	326		3	0	False
P0CT73	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	152		5	0	False
Q9WVM1	Mus musculus	Metazoa	628		4	0	False
Q07458	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	294		5	0	False
Q9UBY9	Homo sapiens	Metazoa	170		2	0	False
Q9HB21	Homo sapiens	Metazoa	404		1	0	False
Q91Z31	Mus musculus	Metazoa	531		2	0	False
Q95QA6	Caenorhabditis elegans	Metazoa	663		4	0	False
P84817	Rattus norvegicus	Metazoa	152		2	0	False
P63036	Rattus norvegicus	Metazoa	397		2	0	False
Q9NX70	Homo sapiens	Metazoa	200		1	0	False
P53598	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	329		2	0	False
Q80U87	Mus musculus	Metazoa	1080		4	0	False
Q12393	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293		5	0	False
P54790	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	616		2	0	False
Q9BY12	Homo sapiens	Metazoa	1400		1	0	False
O15294	Homo sapiens	Metazoa	1046		1	0	False
G5DGA8	Ips pini	Metazoa	253		5	0	False
Q5T197	Homo sapiens	Metazoa	706		1	0	True
P91027	Caenorhabditis elegans	Metazoa	338		5	0	False
Q8VXP3	Chlamydomonas reinhardtii	Viridiplantae	1115		5	0	False
Q6ZQX7	Homo sapiens	Metazoa	453		1	0	False
Q9D915	Mus musculus	Metazoa	106		3	0	False
G5ECD6	Caenorhabditis elegans	Metazoa	1322		3	0	True
P40543	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	189		2	0	False
O00180	Homo sapiens	Metazoa	336		2	0	True
Q86Y01	Homo sapiens	Metazoa	620		1	0	False
P23326	Spinacia oleracea	Viridiplantae	159		5	0	False
P32570	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	121		2	0	False
Q8TD19	Homo sapiens	Metazoa	979		1	0	False
P39015	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273		3	0	False
Q9P2D0	Homo sapiens	Metazoa	1353		1	0	False
Q9Y388	Homo sapiens	Metazoa	322		1	0	False
Q9N5S3	Caenorhabditis elegans	Metazoa	365		3	0	False
P52306	Homo sapiens	Metazoa	607		1	0	False
Q8N5M1	Homo sapiens	Metazoa	289		1	0	False
Q9VQD6	Drosophila melanogaster	Metazoa	381		2	0	False
Q8N5G0	Homo sapiens	Metazoa	67		1	0	True
P19538	Drosophila melanogaster	Metazoa	1397		3	0	False
Q8WVY7	Homo sapiens	Metazoa	318		1	0	False
Q6PCM1	Mus musculus	Metazoa	1323		3	0	False
O14097	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	331		5	0	False
Q811I0	Mus musculus	Metazoa	324		4	0	False
O13895	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	377		5	0	False
Q9LZD0	Arabidopsis thaliana	Viridiplantae	599		3	0	False
Q9P1Z3	Homo sapiens	Metazoa	774		1	0	False
Q9DAG4	Mus musculus	Metazoa	180		4	0	False
P62277	Homo sapiens	Metazoa	151		1	0	False
P45976	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327		4	0	False
Q5AJU7	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	499		4	0	False
Q10F03	Oryza sativa subsp. japonica	Viridiplantae	529		2	0	False
P46972	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177		3	0	False
P49021	Drosophila melanogaster	Metazoa	1398		3	0	False
Q3KRB8	Homo sapiens	Metazoa	267		1	0	False
Q9FFF5	Arabidopsis thaliana	Viridiplantae	241		4	0	False
